year,month,oilgas_emp,N,state
2009,8,,"","MASSACHUSETTS"
2009,9,,"","MASSACHUSETTS"
2009,10,,"","MASSACHUSETTS"
2009,11,,"","MASSACHUSETTS"
2009,12,,"","MASSACHUSETTS"
2010,1,,"","MASSACHUSETTS"
2010,2,,"","MASSACHUSETTS"
2010,3,,"","MASSACHUSETTS"
2010,4,,"","MASSACHUSETTS"
2010,5,,"","MASSACHUSETTS"
2010,6,,"","MASSACHUSETTS"
2010,7,,"","MASSACHUSETTS"
2010,8,,"","MASSACHUSETTS"
2010,9,,"","MASSACHUSETTS"
2010,10,7,"","MASSACHUSETTS"
2010,11,6,"","MASSACHUSETTS"
2010,12,7,"","MASSACHUSETTS"
2011,1,10,"10","MASSACHUSETTS"
2011,2,10,"10","MASSACHUSETTS"
2011,3,9,"10","MASSACHUSETTS"
2011,4,9,"10","MASSACHUSETTS"
2011,5,10,"10","MASSACHUSETTS"
2011,6,10,"10","MASSACHUSETTS"
2011,7,10,"10","MASSACHUSETTS"
2011,8,11,"10","MASSACHUSETTS"
2011,9,9,"10","MASSACHUSETTS"
2011,10,8,"10","MASSACHUSETTS"
2011,11,8,"10","MASSACHUSETTS"
2011,12,11,"10","MASSACHUSETTS"
2012,1,12,"11","MASSACHUSETTS"
2012,2,13,"11","MASSACHUSETTS"
2012,3,13,"11","MASSACHUSETTS"
2012,4,12,"11","MASSACHUSETTS"
2012,5,12,"11","MASSACHUSETTS"
2012,6,12,"11","MASSACHUSETTS"
2012,7,11,"11","MASSACHUSETTS"
2012,8,10,"11","MASSACHUSETTS"
2012,9,10,"11","MASSACHUSETTS"
2012,10,10,"11","MASSACHUSETTS"
2012,11,10,"11","MASSACHUSETTS"
2012,12,10,"11","MASSACHUSETTS"
2013,1,10,"","MASSACHUSETTS"
2013,2,10,"","MASSACHUSETTS"
2013,3,10,"","MASSACHUSETTS"
2013,4,,"","MASSACHUSETTS"
2013,5,,"","MASSACHUSETTS"
2013,6,,"","MASSACHUSETTS"
2013,7,,"","MASSACHUSETTS"
2013,8,,"","MASSACHUSETTS"
2013,9,,"","MASSACHUSETTS"
2013,10,,"","MASSACHUSETTS"
2013,11,,"","MASSACHUSETTS"
2013,12,,"","MASSACHUSETTS"
2003,1,500,"534","MICHIGAN"
2003,2,512,"534","MICHIGAN"
2003,3,524,"534","MICHIGAN"
2003,4,534,"534","MICHIGAN"
2003,5,544,"534","MICHIGAN"
2003,6,547,"534","MICHIGAN"
2003,7,534,"534","MICHIGAN"
2003,8,536,"534","MICHIGAN"
2003,9,546,"534","MICHIGAN"
2003,10,540,"534","MICHIGAN"
2003,11,540,"534","MICHIGAN"
2003,12,546,"534","MICHIGAN"
2004,1,554,"567","MICHIGAN"
2004,2,557,"567","MICHIGAN"
2004,3,565,"567","MICHIGAN"
2004,4,563,"567","MICHIGAN"
2004,5,569,"567","MICHIGAN"
2004,6,577,"567","MICHIGAN"
2004,7,584,"567","MICHIGAN"
2004,8,583,"567","MICHIGAN"
2004,9,581,"567","MICHIGAN"
2004,10,565,"567","MICHIGAN"
2004,11,551,"567","MICHIGAN"
2004,12,560,"567","MICHIGAN"
2005,1,549,"544","MICHIGAN"
2005,2,547,"544","MICHIGAN"
2005,3,556,"544","MICHIGAN"
2005,4,557,"544","MICHIGAN"
2005,5,581,"544","MICHIGAN"
2005,6,556,"544","MICHIGAN"
2005,7,556,"544","MICHIGAN"
2005,8,552,"544","MICHIGAN"
2005,9,541,"544","MICHIGAN"
2005,10,517,"544","MICHIGAN"
2005,11,503,"544","MICHIGAN"
2005,12,518,"544","MICHIGAN"
2006,1,519,"538","MICHIGAN"
2006,2,522,"538","MICHIGAN"
2006,3,527,"538","MICHIGAN"
2006,4,537,"538","MICHIGAN"
2006,5,534,"538","MICHIGAN"
2006,6,547,"538","MICHIGAN"
2006,7,543,"538","MICHIGAN"
2006,8,548,"538","MICHIGAN"
2006,9,543,"538","MICHIGAN"
2006,10,548,"538","MICHIGAN"
2006,11,543,"538","MICHIGAN"
2006,12,544,"538","MICHIGAN"
2007,1,548,"540","MICHIGAN"
2007,2,546,"540","MICHIGAN"
2007,3,542,"540","MICHIGAN"
2007,4,540,"540","MICHIGAN"
2007,5,532,"540","MICHIGAN"
2007,6,543,"540","MICHIGAN"
2007,7,540,"540","MICHIGAN"
2007,8,545,"540","MICHIGAN"
2007,9,535,"540","MICHIGAN"
2007,10,531,"540","MICHIGAN"
2007,11,540,"540","MICHIGAN"
2007,12,535,"540","MICHIGAN"
2008,1,520,"540","MICHIGAN"
2008,2,531,"540","MICHIGAN"
2008,3,530,"540","MICHIGAN"
2008,4,528,"540","MICHIGAN"
2008,5,537,"540","MICHIGAN"
2008,6,550,"540","MICHIGAN"
2008,7,563,"540","MICHIGAN"
2008,8,560,"540","MICHIGAN"
2008,9,559,"540","MICHIGAN"
2008,10,536,"540","MICHIGAN"
2008,11,537,"540","MICHIGAN"
2008,12,534,"540","MICHIGAN"
2009,1,556,"541","MICHIGAN"
2009,2,542,"541","MICHIGAN"
2009,3,540,"541","MICHIGAN"
2009,4,540,"541","MICHIGAN"
2009,5,541,"541","MICHIGAN"
2009,6,552,"541","MICHIGAN"
2009,7,536,"541","MICHIGAN"
2009,8,534,"541","MICHIGAN"
2009,9,531,"541","MICHIGAN"
2009,10,536,"541","MICHIGAN"
2009,11,539,"541","MICHIGAN"
2009,12,540,"541","MICHIGAN"
2010,1,603,"605","MICHIGAN"
2010,2,598,"605","MICHIGAN"
2010,3,590,"605","MICHIGAN"
2010,4,594,"605","MICHIGAN"
2010,5,600,"605","MICHIGAN"
2010,6,612,"605","MICHIGAN"
2010,7,608,"605","MICHIGAN"
2010,8,590,"605","MICHIGAN"
2010,9,603,"605","MICHIGAN"
2010,10,639,"605","MICHIGAN"
2010,11,614,"605","MICHIGAN"
2010,12,612,"605","MICHIGAN"
2011,1,591,"574","MICHIGAN"
2011,2,584,"574","MICHIGAN"
2011,3,588,"574","MICHIGAN"
2011,4,576,"574","MICHIGAN"
2011,5,576,"574","MICHIGAN"
2011,6,568,"574","MICHIGAN"
2011,7,577,"574","MICHIGAN"
2011,8,575,"574","MICHIGAN"
2011,9,567,"574","MICHIGAN"
2011,10,562,"574","MICHIGAN"
2011,11,562,"574","MICHIGAN"
2011,12,565,"574","MICHIGAN"
2012,1,612,"590","MICHIGAN"
2012,2,611,"590","MICHIGAN"
2012,3,593,"590","MICHIGAN"
2012,4,592,"590","MICHIGAN"
2012,5,601,"590","MICHIGAN"
2012,6,602,"590","MICHIGAN"
2012,7,592,"590","MICHIGAN"
2012,8,581,"590","MICHIGAN"
2012,9,579,"590","MICHIGAN"
2012,10,567,"590","MICHIGAN"
2012,11,576,"590","MICHIGAN"
2012,12,575,"590","MICHIGAN"
2013,1,603,"","MICHIGAN"
2013,2,612,"","MICHIGAN"
2013,3,620,"","MICHIGAN"
2013,4,,"","MICHIGAN"
2013,5,,"","MICHIGAN"
2013,6,,"","MICHIGAN"
2013,7,,"","MICHIGAN"
2013,8,,"","MICHIGAN"
2013,9,,"","MICHIGAN"
2013,10,,"","MICHIGAN"
2013,11,,"","MICHIGAN"
2013,12,,"","MICHIGAN"
2003,1,,"","MINNESOTA"
2003,2,,"","MINNESOTA"
2003,3,,"","MINNESOTA"
2003,4,,"","MINNESOTA"
2003,5,,"","MINNESOTA"
2003,6,,"","MINNESOTA"
2003,7,,"","MINNESOTA"
2003,8,,"","MINNESOTA"
2003,9,,"","MINNESOTA"
2003,10,,"","MINNESOTA"
2003,11,,"","MINNESOTA"
2003,12,,"","MINNESOTA"
2004,1,,"","MINNESOTA"
2004,2,,"","MINNESOTA"
2004,3,,"","MINNESOTA"
2004,4,,"","MINNESOTA"
2004,5,,"","MINNESOTA"
2004,6,,"","MINNESOTA"
2004,7,,"","MINNESOTA"
2004,8,,"","MINNESOTA"
2004,9,,"","MINNESOTA"
2004,10,,"","MINNESOTA"
2004,11,,"","MINNESOTA"
2004,12,,"","MINNESOTA"
2005,1,,"","MINNESOTA"
2005,2,,"","MINNESOTA"
2005,3,,"","MINNESOTA"
2005,4,,"","MINNESOTA"
2005,5,,"","MINNESOTA"
2005,6,,"","MINNESOTA"
2005,7,,"","MINNESOTA"
2005,8,,"","MINNESOTA"
2005,9,,"","MINNESOTA"
2005,10,,"","MINNESOTA"
2005,11,,"","MINNESOTA"
2005,12,,"","MINNESOTA"
2006,1,,"","MINNESOTA"
2006,2,,"","MINNESOTA"
2006,3,,"","MINNESOTA"
2006,4,,"","MINNESOTA"
2006,5,,"","MINNESOTA"
2006,6,,"","MINNESOTA"
2006,7,,"","MINNESOTA"
2006,8,,"","MINNESOTA"
2006,9,,"","MINNESOTA"
2006,10,,"","MINNESOTA"
2006,11,,"","MINNESOTA"
2006,12,,"","MINNESOTA"
2007,1,,"7","MINNESOTA"
2007,2,,"7","MINNESOTA"
2007,3,,"7","MINNESOTA"
2007,4,,"7","MINNESOTA"
2007,5,,"7","MINNESOTA"
2007,6,,"7","MINNESOTA"
2007,7,,"7","MINNESOTA"
2007,8,,"7","MINNESOTA"
2007,9,,"7","MINNESOTA"
2007,10,10,"7","MINNESOTA"
2007,11,10,"7","MINNESOTA"
2007,12,10,"7","MINNESOTA"
2008,1,8,"9","MINNESOTA"
2008,2,8,"9","MINNESOTA"
2008,3,8,"9","MINNESOTA"
2008,4,11,"9","MINNESOTA"
2008,5,11,"9","MINNESOTA"
2008,6,11,"9","MINNESOTA"
2008,7,10,"9","MINNESOTA"
2008,8,9,"9","MINNESOTA"
2008,9,8,"9","MINNESOTA"
2008,10,9,"9","MINNESOTA"
2008,11,9,"9","MINNESOTA"
2008,12,9,"9","MINNESOTA"
2009,1,9,"","MINNESOTA"
2009,2,9,"","MINNESOTA"
2009,3,9,"","MINNESOTA"
2009,4,9,"","MINNESOTA"
2009,5,11,"","MINNESOTA"
2009,6,10,"","MINNESOTA"
2009,7,10,"","MINNESOTA"
2009,8,10,"","MINNESOTA"
2009,9,10,"","MINNESOTA"
2009,10,,"","MINNESOTA"
2009,11,,"","MINNESOTA"
2009,12,,"","MINNESOTA"
2010,1,14,"","MINNESOTA"
2010,2,14,"","MINNESOTA"
2010,3,14,"","MINNESOTA"
2010,4,13,"","MINNESOTA"
2010,5,13,"","MINNESOTA"
2010,6,13,"","MINNESOTA"
2010,7,14,"","MINNESOTA"
2010,8,15,"","MINNESOTA"
2010,9,15,"","MINNESOTA"
2010,10,,"","MINNESOTA"
2010,11,,"","MINNESOTA"
2010,12,,"","MINNESOTA"
2011,1,19,"24","MINNESOTA"
2011,2,19,"24","MINNESOTA"
2011,3,21,"24","MINNESOTA"
2011,4,21,"24","MINNESOTA"
2011,5,21,"24","MINNESOTA"
2011,6,21,"24","MINNESOTA"
2011,7,27,"24","MINNESOTA"
2011,8,27,"24","MINNESOTA"
2011,9,27,"24","MINNESOTA"
2011,10,26,"24","MINNESOTA"
2011,11,26,"24","MINNESOTA"
2011,12,31,"24","MINNESOTA"
2012,1,33,"33","MINNESOTA"
2012,2,33,"33","MINNESOTA"
2012,3,32,"33","MINNESOTA"
2012,4,28,"33","MINNESOTA"
2012,5,31,"33","MINNESOTA"
2012,6,31,"33","MINNESOTA"
2012,7,36,"33","MINNESOTA"
2012,8,35,"33","MINNESOTA"
2012,9,34,"33","MINNESOTA"
2012,10,33,"33","MINNESOTA"
2012,11,33,"33","MINNESOTA"
2012,12,33,"33","MINNESOTA"
2013,1,28,"","MINNESOTA"
2013,2,29,"","MINNESOTA"
2013,3,28,"","MINNESOTA"
2013,4,,"","MINNESOTA"
2013,5,,"","MINNESOTA"
2013,6,,"","MINNESOTA"
2013,7,,"","MINNESOTA"
2013,8,,"","MINNESOTA"
2013,9,,"","MINNESOTA"
2013,10,,"","MINNESOTA"
2013,11,,"","MINNESOTA"
2013,12,,"","MINNESOTA"
2003,1,772,"782","MISSISSIPPI"
2003,2,770,"782","MISSISSIPPI"
2003,3,760,"782","MISSISSIPPI"
2003,4,779,"782","MISSISSIPPI"
2003,5,785,"782","MISSISSIPPI"
2003,6,784,"782","MISSISSIPPI"
2003,7,784,"782","MISSISSIPPI"
2003,8,788,"782","MISSISSIPPI"
2003,9,777,"782","MISSISSIPPI"
2003,10,792,"782","MISSISSIPPI"
2003,11,801,"782","MISSISSIPPI"
2003,12,791,"782","MISSISSIPPI"
2004,1,669,"702","MISSISSIPPI"
2004,2,672,"702","MISSISSIPPI"
2004,3,677,"702","MISSISSIPPI"
2004,4,685,"702","MISSISSIPPI"
2004,5,691,"702","MISSISSIPPI"
2004,6,708,"702","MISSISSIPPI"
2004,7,718,"702","MISSISSIPPI"
2004,8,725,"702","MISSISSIPPI"
2004,9,716,"702","MISSISSIPPI"
2004,10,716,"702","MISSISSIPPI"
2004,11,716,"702","MISSISSIPPI"
2004,12,734,"702","MISSISSIPPI"
2005,1,740,"760","MISSISSIPPI"
2005,2,746,"760","MISSISSIPPI"
2005,3,751,"760","MISSISSIPPI"
2005,4,741,"760","MISSISSIPPI"
2005,5,735,"760","MISSISSIPPI"
2005,6,755,"760","MISSISSIPPI"
2005,7,766,"760","MISSISSIPPI"
2005,8,777,"760","MISSISSIPPI"
2005,9,771,"760","MISSISSIPPI"
2005,10,771,"760","MISSISSIPPI"
2005,11,778,"760","MISSISSIPPI"
2005,12,786,"760","MISSISSIPPI"
2006,1,777,"832","MISSISSIPPI"
2006,2,796,"832","MISSISSIPPI"
2006,3,802,"832","MISSISSIPPI"
2006,4,815,"832","MISSISSIPPI"
2006,5,830,"832","MISSISSIPPI"
2006,6,840,"832","MISSISSIPPI"
2006,7,848,"832","MISSISSIPPI"
2006,8,849,"832","MISSISSIPPI"
2006,9,836,"832","MISSISSIPPI"
2006,10,851,"832","MISSISSIPPI"
2006,11,865,"832","MISSISSIPPI"
2006,12,879,"832","MISSISSIPPI"
2007,1,880,"936","MISSISSIPPI"
2007,2,896,"936","MISSISSIPPI"
2007,3,908,"936","MISSISSIPPI"
2007,4,929,"936","MISSISSIPPI"
2007,5,944,"936","MISSISSIPPI"
2007,6,955,"936","MISSISSIPPI"
2007,7,966,"936","MISSISSIPPI"
2007,8,969,"936","MISSISSIPPI"
2007,9,952,"936","MISSISSIPPI"
2007,10,927,"936","MISSISSIPPI"
2007,11,963,"936","MISSISSIPPI"
2007,12,947,"936","MISSISSIPPI"
2008,1,929,"979","MISSISSIPPI"
2008,2,950,"979","MISSISSIPPI"
2008,3,954,"979","MISSISSIPPI"
2008,4,957,"979","MISSISSIPPI"
2008,5,971,"979","MISSISSIPPI"
2008,6,995,"979","MISSISSIPPI"
2008,7,1000,"979","MISSISSIPPI"
2008,8,1002,"979","MISSISSIPPI"
2008,9,992,"979","MISSISSIPPI"
2008,10,992,"979","MISSISSIPPI"
2008,11,1005,"979","MISSISSIPPI"
2008,12,1005,"979","MISSISSIPPI"
2009,1,1000,"986","MISSISSIPPI"
2009,2,997,"986","MISSISSIPPI"
2009,3,1003,"986","MISSISSIPPI"
2009,4,977,"986","MISSISSIPPI"
2009,5,974,"986","MISSISSIPPI"
2009,6,998,"986","MISSISSIPPI"
2009,7,1005,"986","MISSISSIPPI"
2009,8,990,"986","MISSISSIPPI"
2009,9,979,"986","MISSISSIPPI"
2009,10,967,"986","MISSISSIPPI"
2009,11,967,"986","MISSISSIPPI"
2009,12,972,"986","MISSISSIPPI"
2010,1,986,"1005","MISSISSIPPI"
2010,2,987,"1005","MISSISSIPPI"
2010,3,990,"1005","MISSISSIPPI"
2010,4,980,"1005","MISSISSIPPI"
2010,5,996,"1005","MISSISSIPPI"
2010,6,1019,"1005","MISSISSIPPI"
2010,7,1033,"1005","MISSISSIPPI"
2010,8,1017,"1005","MISSISSIPPI"
2010,9,998,"1005","MISSISSIPPI"
2010,10,1015,"1005","MISSISSIPPI"
2010,11,1018,"1005","MISSISSIPPI"
2010,12,1026,"1005","MISSISSIPPI"
2011,1,1010,"1025","MISSISSIPPI"
2011,2,1016,"1025","MISSISSIPPI"
2011,3,1018,"1025","MISSISSIPPI"
2011,4,1005,"1025","MISSISSIPPI"
2011,5,1000,"1025","MISSISSIPPI"
2011,6,1044,"1025","MISSISSIPPI"
2011,7,1061,"1025","MISSISSIPPI"
2011,8,1048,"1025","MISSISSIPPI"
2011,9,1036,"1025","MISSISSIPPI"
2011,10,1028,"1025","MISSISSIPPI"
2011,11,1033,"1025","MISSISSIPPI"
2011,12,996,"1025","MISSISSIPPI"
2012,1,1050,"1043","MISSISSIPPI"
2012,2,1044,"1043","MISSISSIPPI"
2012,3,1036,"1043","MISSISSIPPI"
2012,4,1043,"1043","MISSISSIPPI"
2012,5,1043,"1043","MISSISSIPPI"
2012,6,1063,"1043","MISSISSIPPI"
2012,7,1075,"1043","MISSISSIPPI"
2012,8,1067,"1043","MISSISSIPPI"
2012,9,1046,"1043","MISSISSIPPI"
2012,10,1034,"1043","MISSISSIPPI"
2012,11,1031,"1043","MISSISSIPPI"
2012,12,989,"1043","MISSISSIPPI"
2013,1,1032,"","MISSISSIPPI"
2013,2,1028,"","MISSISSIPPI"
2013,3,1033,"","MISSISSIPPI"
2013,4,,"","MISSISSIPPI"
2013,5,,"","MISSISSIPPI"
2013,6,,"","MISSISSIPPI"
2013,7,,"","MISSISSIPPI"
2013,8,,"","MISSISSIPPI"
2013,9,,"","MISSISSIPPI"
2013,10,,"","MISSISSIPPI"
2013,11,,"","MISSISSIPPI"
2013,12,,"","MISSISSIPPI"
2003,1,13,"12","MISSOURI"
2003,2,13,"12","MISSOURI"
2003,3,13,"12","MISSOURI"
2003,4,13,"12","MISSOURI"
2003,5,12,"12","MISSOURI"
2003,6,12,"12","MISSOURI"
2003,7,12,"12","MISSOURI"
2003,8,12,"12","MISSOURI"
2003,9,11,"12","MISSOURI"
2003,10,12,"12","MISSOURI"
2003,11,12,"12","MISSOURI"
2003,12,12,"12","MISSOURI"
2004,1,13,"13","MISSOURI"
2004,2,13,"13","MISSOURI"
2004,3,13,"13","MISSOURI"
2004,4,13,"13","MISSOURI"
2004,5,13,"13","MISSOURI"
2004,6,13,"13","MISSOURI"
2004,7,13,"13","MISSOURI"
2004,8,13,"13","MISSOURI"
2004,9,13,"13","MISSOURI"
2004,10,13,"13","MISSOURI"
2004,11,13,"13","MISSOURI"
2004,12,13,"13","MISSOURI"
2005,1,13,"12","MISSOURI"
2005,2,13,"12","MISSOURI"
2005,3,12,"12","MISSOURI"
2005,4,12,"12","MISSOURI"
2005,5,12,"12","MISSOURI"
2005,6,12,"12","MISSOURI"
2005,7,11,"12","MISSOURI"
2005,8,11,"12","MISSOURI"
2005,9,12,"12","MISSOURI"
2005,10,14,"12","MISSOURI"
2005,11,13,"12","MISSOURI"
2005,12,13,"12","MISSOURI"
2006,1,14,"13","MISSOURI"
2006,2,12,"13","MISSOURI"
2006,3,12,"13","MISSOURI"
2006,4,13,"13","MISSOURI"
2006,5,13,"13","MISSOURI"
2006,6,14,"13","MISSOURI"
2006,7,13,"13","MISSOURI"
2006,8,13,"13","MISSOURI"
2006,9,13,"13","MISSOURI"
2006,10,14,"13","MISSOURI"
2006,11,14,"13","MISSOURI"
2006,12,14,"13","MISSOURI"
2007,1,14,"17","MISSOURI"
2007,2,14,"17","MISSOURI"
2007,3,14,"17","MISSOURI"
2007,4,14,"17","MISSOURI"
2007,5,14,"17","MISSOURI"
2007,6,14,"17","MISSOURI"
2007,7,18,"17","MISSOURI"
2007,8,18,"17","MISSOURI"
2007,9,20,"17","MISSOURI"
2007,10,19,"17","MISSOURI"
2007,11,22,"17","MISSOURI"
2007,12,23,"17","MISSOURI"
2008,1,21,"26","MISSOURI"
2008,2,22,"26","MISSOURI"
2008,3,22,"26","MISSOURI"
2008,4,20,"26","MISSOURI"
2008,5,24,"26","MISSOURI"
2008,6,23,"26","MISSOURI"
2008,7,24,"26","MISSOURI"
2008,8,25,"26","MISSOURI"
2008,9,24,"26","MISSOURI"
2008,10,41,"26","MISSOURI"
2008,11,32,"26","MISSOURI"
2008,12,30,"26","MISSOURI"
2009,1,27,"22","MISSOURI"
2009,2,16,"22","MISSOURI"
2009,3,16,"22","MISSOURI"
2009,4,18,"22","MISSOURI"
2009,5,20,"22","MISSOURI"
2009,6,20,"22","MISSOURI"
2009,7,20,"22","MISSOURI"
2009,8,20,"22","MISSOURI"
2009,9,26,"22","MISSOURI"
2009,10,28,"22","MISSOURI"
2009,11,28,"22","MISSOURI"
2009,12,29,"22","MISSOURI"
2010,1,31,"30","MISSOURI"
2010,2,29,"30","MISSOURI"
2010,3,29,"30","MISSOURI"
2010,4,29,"30","MISSOURI"
2010,5,29,"30","MISSOURI"
2010,6,30,"30","MISSOURI"
2010,7,30,"30","MISSOURI"
2010,8,29,"30","MISSOURI"
2010,9,29,"30","MISSOURI"
2010,10,30,"30","MISSOURI"
2010,11,30,"30","MISSOURI"
2010,12,30,"30","MISSOURI"
2011,1,28,"30","MISSOURI"
2011,2,28,"30","MISSOURI"
2011,3,27,"30","MISSOURI"
2011,4,29,"30","MISSOURI"
2011,5,30,"30","MISSOURI"
2011,6,37,"30","MISSOURI"
2011,7,37,"30","MISSOURI"
2011,8,37,"30","MISSOURI"
2011,9,33,"30","MISSOURI"
2011,10,35,"30","MISSOURI"
2011,11,21,"30","MISSOURI"
2011,12,21,"30","MISSOURI"
2012,1,20,"22","MISSOURI"
2012,2,19,"22","MISSOURI"
2012,3,19,"22","MISSOURI"
2012,4,23,"22","MISSOURI"
2012,5,23,"22","MISSOURI"
2012,6,23,"22","MISSOURI"
2012,7,24,"22","MISSOURI"
2012,8,23,"22","MISSOURI"
2012,9,21,"22","MISSOURI"
2012,10,21,"22","MISSOURI"
2012,11,21,"22","MISSOURI"
2012,12,21,"22","MISSOURI"
2013,1,21,"","MISSOURI"
2013,2,21,"","MISSOURI"
2013,3,21,"","MISSOURI"
2013,4,,"","MISSOURI"
2013,5,,"","MISSOURI"
2013,6,,"","MISSOURI"
2013,7,,"","MISSOURI"
2013,8,,"","MISSOURI"
2013,9,,"","MISSOURI"
2013,10,,"","MISSOURI"
2013,11,,"","MISSOURI"
2013,12,,"","MISSOURI"
2003,1,325,"337","MONTANA"
2003,2,323,"337","MONTANA"
2003,3,321,"337","MONTANA"
2003,4,330,"337","MONTANA"
2003,5,333,"337","MONTANA"
2003,6,346,"337","MONTANA"
2003,7,342,"337","MONTANA"
2003,8,341,"337","MONTANA"
2003,9,333,"337","MONTANA"
2003,10,329,"337","MONTANA"
2003,11,352,"337","MONTANA"
2003,12,371,"337","MONTANA"
2004,1,434,"467","MONTANA"
2004,2,433,"467","MONTANA"
2004,3,443,"467","MONTANA"
2004,4,455,"467","MONTANA"
2004,5,467,"467","MONTANA"
2004,6,478,"467","MONTANA"
2004,7,485,"467","MONTANA"
2004,8,478,"467","MONTANA"
2004,9,478,"467","MONTANA"
2004,10,471,"467","MONTANA"
2004,11,480,"467","MONTANA"
2004,12,497,"467","MONTANA"
2005,1,488,"548","MONTANA"
2005,2,487,"548","MONTANA"
2005,3,506,"548","MONTANA"
2005,4,521,"548","MONTANA"
2005,5,538,"548","MONTANA"
2005,6,556,"548","MONTANA"
2005,7,556,"548","MONTANA"
2005,8,560,"548","MONTANA"
2005,9,542,"548","MONTANA"
2005,10,588,"548","MONTANA"
2005,11,604,"548","MONTANA"
2005,12,630,"548","MONTANA"
2006,1,612,"607","MONTANA"
2006,2,606,"607","MONTANA"
2006,3,605,"607","MONTANA"
2006,4,594,"607","MONTANA"
2006,5,618,"607","MONTANA"
2006,6,636,"607","MONTANA"
2006,7,650,"607","MONTANA"
2006,8,616,"607","MONTANA"
2006,9,592,"607","MONTANA"
2006,10,564,"607","MONTANA"
2006,11,585,"607","MONTANA"
2006,12,610,"607","MONTANA"
2007,1,611,"640","MONTANA"
2007,2,596,"640","MONTANA"
2007,3,644,"640","MONTANA"
2007,4,657,"640","MONTANA"
2007,5,645,"640","MONTANA"
2007,6,642,"640","MONTANA"
2007,7,646,"640","MONTANA"
2007,8,656,"640","MONTANA"
2007,9,637,"640","MONTANA"
2007,10,646,"640","MONTANA"
2007,11,657,"640","MONTANA"
2007,12,640,"640","MONTANA"
2008,1,559,"582","MONTANA"
2008,2,563,"582","MONTANA"
2008,3,593,"582","MONTANA"
2008,4,583,"582","MONTANA"
2008,5,578,"582","MONTANA"
2008,6,602,"582","MONTANA"
2008,7,604,"582","MONTANA"
2008,8,580,"582","MONTANA"
2008,9,571,"582","MONTANA"
2008,10,574,"582","MONTANA"
2008,11,578,"582","MONTANA"
2008,12,594,"582","MONTANA"
2009,1,555,"539","MONTANA"
2009,2,539,"539","MONTANA"
2009,3,543,"539","MONTANA"
2009,4,527,"539","MONTANA"
2009,5,536,"539","MONTANA"
2009,6,542,"539","MONTANA"
2009,7,545,"539","MONTANA"
2009,8,545,"539","MONTANA"
2009,9,533,"539","MONTANA"
2009,10,523,"539","MONTANA"
2009,11,533,"539","MONTANA"
2009,12,545,"539","MONTANA"
2010,1,570,"650","MONTANA"
2010,2,588,"650","MONTANA"
2010,3,599,"650","MONTANA"
2010,4,623,"650","MONTANA"
2010,5,626,"650","MONTANA"
2010,6,648,"650","MONTANA"
2010,7,665,"650","MONTANA"
2010,8,692,"650","MONTANA"
2010,9,702,"650","MONTANA"
2010,10,695,"650","MONTANA"
2010,11,694,"650","MONTANA"
2010,12,699,"650","MONTANA"
2011,1,638,"663","MONTANA"
2011,2,635,"663","MONTANA"
2011,3,643,"663","MONTANA"
2011,4,631,"663","MONTANA"
2011,5,623,"663","MONTANA"
2011,6,651,"663","MONTANA"
2011,7,681,"663","MONTANA"
2011,8,723,"663","MONTANA"
2011,9,689,"663","MONTANA"
2011,10,696,"663","MONTANA"
2011,11,666,"663","MONTANA"
2011,12,684,"663","MONTANA"
2012,1,821,"788","MONTANA"
2012,2,821,"788","MONTANA"
2012,3,804,"788","MONTANA"
2012,4,772,"788","MONTANA"
2012,5,765,"788","MONTANA"
2012,6,774,"788","MONTANA"
2012,7,790,"788","MONTANA"
2012,8,809,"788","MONTANA"
2012,9,799,"788","MONTANA"
2012,10,781,"788","MONTANA"
2012,11,763,"788","MONTANA"
2012,12,759,"788","MONTANA"
2013,1,742,"","MONTANA"
2013,2,768,"","MONTANA"
2013,3,788,"","MONTANA"
2013,4,,"","MONTANA"
2013,5,,"","MONTANA"
2013,6,,"","MONTANA"
2013,7,,"","MONTANA"
2013,8,,"","MONTANA"
2013,9,,"","MONTANA"
2013,10,,"","MONTANA"
2013,11,,"","MONTANA"
2013,12,,"","MONTANA"
2003,1,99,"99","NEBRASKA"
2003,2,100,"99","NEBRASKA"
2003,3,106,"99","NEBRASKA"
2003,4,101,"99","NEBRASKA"
2003,5,100,"99","NEBRASKA"
2003,6,104,"99","NEBRASKA"
2003,7,102,"99","NEBRASKA"
2003,8,99,"99","NEBRASKA"
2003,9,93,"99","NEBRASKA"
2003,10,94,"99","NEBRASKA"
2003,11,93,"99","NEBRASKA"
2003,12,93,"99","NEBRASKA"
2004,1,93,"97","NEBRASKA"
2004,2,96,"97","NEBRASKA"
2004,3,90,"97","NEBRASKA"
2004,4,94,"97","NEBRASKA"
2004,5,95,"97","NEBRASKA"
2004,6,100,"97","NEBRASKA"
2004,7,100,"97","NEBRASKA"
2004,8,103,"97","NEBRASKA"
2004,9,94,"97","NEBRASKA"
2004,10,94,"97","NEBRASKA"
2004,11,102,"97","NEBRASKA"
2004,12,99,"97","NEBRASKA"
2005,1,97,"100","NEBRASKA"
2005,2,93,"100","NEBRASKA"
2005,3,98,"100","NEBRASKA"
2005,4,96,"100","NEBRASKA"
2005,5,101,"100","NEBRASKA"
2005,6,102,"100","NEBRASKA"
2005,7,107,"100","NEBRASKA"
2005,8,104,"100","NEBRASKA"
2005,9,99,"100","NEBRASKA"
