"","psraid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","smsa","susr","igender","irace","iloc","form","llitext0","llitext","cpitext0","cpitext","qs1","thought","campnii","reg","precinct","folgov","q5","q5a","q5horse","q5b","q7","q8","swing","swingdet","oftvote","planto1","planto2","q15a","q15b","q15c","q15d","q20","q21","q22","q26a","q26b","q26c","q26d","q26e","q26f","q26g","q27a","q27b","q27c","q27d","q27e","q27f","q28","q34","q35af1","q35bf1","q35cf1","q35df1","q35ff1","q35gf1","q35h","q35if2","q35jf2","q35kf2","q35mf2","q35nf2","q39","q40f1","q42f1","q43f2","q52","q56","q57f1","q58f1","q59f2","q60f2","q61","q61a","q62","q63","q64a","q64b","q64c","q65a","q65b","q65c","q66a","q66b","q66c","q67a","q67b","q67c","q67d","q68","q69","sex","age","educ2","hisp","race3m1","race3m2","race3m3","race3m4","racecmb","racethn","birth_hisp","relig","chr","born","attend","income","party","partyln","partyid","ideo","teaparty2","pvote08a","pvote08b","scale10","hh1","hh3","ql1","ql1a","qc1","lc2","lc3","money2","phoneuse","lvs7","battle","llweight","coweight","lvs7wt64","unlvs7wt64","weight"
"11",100033,"Landline",100412,121004,1,"No","English","Northeast","New York",1,"S","Northeast","New York",46540,"S","Male","Black or African-American","PDS - Virginia","Form 2","study about some important issues today and would like to include your household","Female first",NA,NA,NA,"Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Very unfavorable","Mostly favorable","Very unfavorable","Mostly favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse",NA,NA,NA,NA,NA,NA,"Disapprove","Disapprove","Approve","Approve","Disapprove","Disapprove","Too supportive",NA,NA,"Too quickly","To take a firm stand against Iranian actions","Getting tougher with China on economic issues",NA,NA,"More involved","Democratic governments, even if there is less stability in the region","No",NA,"Not a problem","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","Yes, would help","No, would not","Yes, would help","No, would not","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Agree","Agree","Agree",NA,"(VOL.) Both equally","Female",65,"High school graduate (Grade 12 with diploma or GED certificate)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","Once a week","20 to under $30,000","Republican",NA,"Republican","Conservative","Agree","Voted","McCain",10,2,2,"Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual/few, some cell",7,"Democratic states",3.41666666666667,2.30434782608696,1.83333333333333,0,1.83333333333333
"12",100035,"Landline",100412,121004,1,"No","English","Northeast","Massachusetts",3,"S","Northeast","Massachusetts",14460,"S","Male","Hispanic","PDS - Virginia","Form 2","study about some important issues today and would like to include your household","Female first",NA,NA,NA,"Little","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Only now and then","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Mostly favorable","Mostly unfavorable","Mostly favorable","Very unfavorable","No, didn’t watch","Mitt Romney",NA,"Barack Obama","(VOL.) Don't know/Refused","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Better",NA,NA,NA,NA,NA,NA,"Disapprove","Disapprove","Disapprove","Approve","Approve","Disapprove","About right",NA,NA,"About right","To avoid a military conflict with Iran","Getting tougher with China on economic issues",NA,NA,"(VOL.) Don't know/Refused","Stable governments, even if there is less democracy in the region","Yes","Mostly because of natural patterns in the earth’s environment","Somewhat serious","No, do not generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","Yes, would help","Yes, would help","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Disagree","Agree","Disagree","Disagree","(VOL.) Both equally",NA,"Female",51,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Roman Catholic (Catholic)",NA,"No, would not","Seldom","$150,000 or more","Independent","Democrat","Democrat","Conservative","Disagree","Voted","Obama",10,5,4,"Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual/few, some cell",6,"Democratic states",4.66666666666667,3.26086956521739,2.875,0,2.875
"13",100042,"Landline",100612,121004,2,"Yes","English","Northeast","Pennsylvania",2,"R","Northeast","Pennsylvania",0,"R","Male","Hispanic","PDS - Virginia","Form 2","study about some important issues today and would like to include your household","Female first",NA,NA,NA,"Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Very unfavorable","Very favorable","Very unfavorable","Very favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","(VOL.) Neither","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse",NA,NA,NA,NA,NA,NA,"Disapprove","Disapprove","Approve","Approve","Disapprove","Approve","Not supportive enough",NA,NA,"About right","To take a firm stand against Iranian actions","Getting tougher with China on economic issues",NA,NA,"More involved","Stable governments, even if there is less democracy in the region","No",NA,"Not a problem","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","No, would not","Yes, would help","No, would not","No, would not","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Disagree","Agree","Agree",NA,"Disagree with him on issues","Male",35,"Two year associate degree from any college or university","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","Once or twice a month","(VOL.) Don't know/Refused","Republican",NA,"Republican","Very conservative","Agree","Voted","McCain",10,3,2,"Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone",NA,"Dual/most cell",7,"Democratic states",15.1666666666667,9.1304347826087,5,0,5
"14",100044,"Landline",100412,121004,2,"No","English","South","Mississippi",1,"S","South","Georgia",12060,"S","Female","White","PDS - Virginia","Form 1","study about some important issues today and would like to include your household","Male first",NA,NA,NA,"Quite a lot","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Only moderately",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Seldom","Yes","Absolutely certain","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","No, didn’t watch","Mitt Romney",NA,"Barack Obama","Mitt Romney","Mitt Romney","Barack Obama","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","No effect so far","Disapprove","Disapprove","Disapprove","Approve","Disapprove","Disapprove","Disapprove",NA,NA,NA,NA,NA,"Not supportive enough","Fairly well","Keep troops in Afghanistan",NA,"To take a firm stand against Iranian actions","Getting tougher with China on economic issues","No, will not lead to lasting improvements","Will be bad for the United States",NA,NA,"No",NA,"Not a problem","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","Yes, would help","Yes, would help","Yes, would help","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Agree","Agree","Disagree",NA,"Don’t trust him personally","Male",22,"High school graduate (Grade 12 with diploma or GED certificate)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","Never","20 to under $30,000","Republican",NA,"Republican","Conservative","Agree","Voted","McCain",10,4,3,"Yes, have cell phone",NA,NA,NA,"All or almost all calls on a regular home phone",NA,"Dual/few, some cell",6.5,"Republican states",5.41666666666667,3.69565217391304,2.66666666666667,0,2.66666666666667
"15",100046,"Landline",100612,121004,2,"Yes","English","South","Florida",2,"S","South","Florida",38940,"S","Female","Black or African-American","PDS - Virginia","Form 2","telephone opinion survey for leading newspapers and TV stations around the country","Male first",NA,NA,NA,"Little","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Some of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Very unfavorable","Mostly favorable","Very unfavorable","Mostly favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","Barack Obama","Mitt Romney","Barack Obama","(VOL.) Both equally","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","No effect so far",NA,NA,NA,NA,NA,NA,"Approve","Disapprove","Disapprove","Disapprove","Approve","Disapprove","About right",NA,NA,"Not quickly enough","To avoid a military conflict with Iran","Building a stronger relationship with China on economic issues",NA,NA,"Less involved","Stable governments, even if there is less democracy in the region","No",NA,"Not a problem","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","Yes, would help","Yes, would help","No, would not","No, would not","Mitt Romney","Barack Obama","Mitt Romney","Disagree","Agree","Agree","Agree",NA,"Disagree with him on issues","Male",66,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Roman Catholic (Catholic)",NA,"No, would not","Seldom","100 to under $150,000","Independent","Republican","Republican","Moderate","No opinion either way","Voted","Obama",10,2,2,"Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone",NA,"Dual/most cell",6,"Battleground states",3.75,2.95652173913043,1.70833333333333,0,1.70833333333333
"16",100056,"Landline",100412,121004,1,"No","English","Midwest","Michigan",2,"S","Midwest","Michigan",33780,"S","Female","White","PDS - Virginia","Form 2","telephone opinion survey for leading newspapers and TV stations around the country","Female first",NA,NA,NA,"Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Mostly unfavorable","Mostly favorable","Very unfavorable","Very favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","(VOL.) Neither","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse",NA,NA,NA,NA,NA,NA,"Disapprove","Disapprove","Disapprove","Approve","Approve","Disapprove","Not supportive enough",NA,NA,"Not quickly enough","To take a firm stand against Iranian actions","Building a stronger relationship with China on economic issues",NA,NA,"More involved","Stable governments, even if there is less democracy in the region","Yes","Mostly because of natural patterns in the earth’s environment","Very serious problem","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","No, would not","Yes, would help","No, would not","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Disagree","Agree","Disagree",NA,"Disagree with him on issues","Male",68,"Some college, no degree includes community college","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","More than once a week","50 to under $75,000","Independent","(VOL.) Other/Don't know/Refused","Other/Don't know/Refused","Conservative","No opinion either way","Voted","Obama",10,2,2,"Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone",NA,"Dual/most cell",7,"Democratic states",8.75,5.95652173913043,3.29166666666667,0,3.29166666666667
"17",100057,"Landline",100412,121004,1,"No","English","South","Florida",2,"S","South","Florida",34940,"S","Female","Some other race","PDS - Virginia","Form 1","telephone opinion survey for leading newspapers and TV stations around the country","Female first",NA,NA,NA,"Quite a lot","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Mostly favorable","Very unfavorable","Mostly favorable","Very unfavorable","Yes, all","Barack Obama","Mostly informative","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Mitt Romney","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Better","Disapprove","Approve","Disapprove","Disapprove","Approve","Disapprove","Disapprove",NA,NA,NA,NA,NA,"About right","Not too well","Remove troops",NA,"To take a firm stand against Iranian actions","Building a stronger relationship with China on economic issues","Yes, will lead to lasting improvements","Will be good for the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Agree","Agree","Disagree","Disagree","Disagree with him on issues",NA,"Female",38,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"(VOL.) Don't know/Refused","No",NA,"Never","75 to under $100,000","Democrat",NA,"Democrat","Liberal","Disagree","Voted","Obama",10,4,2,"Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual/few, some cell",7,"Battleground states",3.25,3.34782608695652,3.25,0,3.25
"18",100072,"Landline",100612,121004,2,"No","English","Northeast","Pennsylvania",2,"S","Northeast","Pennsylvania",38300,"S","Female","Black or African-American","PDS - Virginia","Form 1","study about some important issues today and would like to include your household","Male first",NA,NA,NA,"Quite a lot","Not too closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Mostly favorable","Mostly unfavorable","Very favorable","(VOL.) Never heard of","No, didn’t watch","(VOL.) Don't know/Refused",NA,"Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","(VOL.) Don't know/Refused","Barack Obama","Better","Disapprove","Disapprove","Disapprove","Approve","Approve","Disapprove","Disapprove",NA,NA,NA,NA,NA,"Too supportive","Fairly well","Remove troops",NA,"To take a firm stand against Iranian actions","Building a stronger relationship with China on economic issues","Yes, will lead to lasting improvements","Will be good for the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","No, do not generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Agree","Agree","Disagree","Disagree","Disagree with him on issues",NA,"Male",65,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Black, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","Once a week","50 to under $75,000","Democrat",NA,"Democrat","Liberal","No opinion either way","Voted","Obama",10,5,5,"Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual/few, some cell",6,"Democratic states",6.33333333333333,1.78260869565217,1.25,0,1.25
"19",100073,"Landline",100612,121004,2,"Yes","English","South","Kentucky",1,"R","South","Kentucky",0,"R","Female","White","PDS - Virginia","Form 1","study about some important issues today and would like to include your household","Male first",NA,NA,NA,"Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","No","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","No, didn’t watch","Mitt Romney",NA,"Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse","Approve","Approve","Disapprove","Approve","Disapprove","Approve","Disapprove",NA,NA,NA,NA,NA,"About right","Not too well","Remove troops",NA,"To take a firm stand against Iranian actions","Getting tougher with China on economic issues","No, will not lead to lasting improvements","Won’t have much of an effect on the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Somewhat serious","Yes, scientists generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","Yes, would help","Yes, would help","No, would not","No, would not","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Disagree","Agree","Agree",NA,"Disagree with him on issues","Female",26,"Some college, no degree includes community college","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Christian (VOL.)",NA,"Yes, would","Once a week","10 to under $20,000","Republican",NA,"Republican","Conservative","No opinion either way","Voted","Other candidate",10,5,3,"Yes, have cell phone",NA,NA,NA,"All or almost all calls on a regular home phone",NA,"Dual/few, some cell",6,"Republican states",22.5,9.1304347826087,6.54166666666667,0,6.54166666666667
"20",100085,"Landline",100412,121004,1,"No","English","Northeast","Connecticut",2,"R","Northeast","Connecticut",0,"R","Female","Asian or Asian-American","PDS - Virginia","Form 2","study about some important issues today and would like to include your household","Male first",NA,NA,NA,"Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Only moderately",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Very unfavorable","Mostly favorable","Very unfavorable","Mostly favorable","Yes, all","Mitt Romney","Mostly confusing","Mitt Romney","Mitt Romney","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse",NA,NA,NA,NA,NA,NA,"Disapprove","Approve","Approve","Approve","Approve","Disapprove","About right",NA,NA,"Too quickly","To take a firm stand against Iranian actions","Getting tougher with China on economic issues",NA,NA,"More involved","Stable governments, even if there is less democracy in the region","No",NA,"Not too serious","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","No, would not","Yes, would help","Yes, would help","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Agree","Agree","Agree","Disagree",NA,"Don’t trust him personally","Male",66,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Roman Catholic (Catholic)",NA,"No, would not","Seldom","100 to under $150,000","Republican",NA,"Republican","Conservative","No opinion either way","Voted","McCain",10,2,2,"Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual/few, some cell",7,"Democratic states",2.58333333333333,1.43478260869565,1.25,0,1.25
